root_id,primary_type,additional_type(s)
720575940604786889,PFNm,PFNp
720575940604786912,TmY4,
720575940604790444,CB2745,
720575940604791217,CB1517,
720575940604797100,Tm5a,
720575940604798910,CB.FB8D1,FB8E
720575940604799409,TmY31,TmYem1
720575940604801993,EPG,
720575940604804030,AVLP521,
720575940604804798,T4c,
720575940604805036,JO-B,
720575940604805297,Dm3p,Dm3
720575940604805566,T4b,
720575940604806345,KCab,KCab-s
720575940604807392,T4d,
720575940604809184,T5d,
720575940604809905,CB2476,
720575940604809918,LLPC1,
720575940604810016,LHAV5a10_b,
720575940604810208,Tm9,
720575940604810464,Tm21,Tm6
720575940604810668,JO-F,
720575940604810976,Tm20,
720575940604811692,T5b,
720575940604812204,T4c,
720575940604812465,T4a,
720575940604812768,LPi06,
720575940604813233,Tlp14,
720575940604813280,Sm02,
720575940604814252,Pm11,CB3850
720575940604814526,WED070,
720575940604814816,Tlp4,
720575940604815462,LPTe01,
720575940604816672,BM_InOm,
720575940604818092,T4b,
720575940604818144,Tm4,
720575940604820140,Y3,
720575940604820354,AN_GNG_168,
720575940604821937,Pm01,Pm1
720575940604821950,CB3577,pSP5
720575940604824236,KCapbp-m,KCab-m
720575940604825824,Tm21,Tm6
720575940604826592,Dm8a,Dm8
720575940604826802,AVLP190,AVLP191
720575940604827825,Y3,
720575940604828076,CB1017,
720575940604828128,T4a,
720575940604828849,T4a,
720575940604829152,Tm4,
720575940604830129,T5a,
720575940604830432,TmY5a,
720575940604831264,LAL088,
720575940604831456,T4a,
720575940604833196,KCab,KCab-c
720575940604833982,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940604834494,LC17,
720575940604835756,T4b,
720575940604836012,T4a,
720575940604837041,CB1447,
720575940604837344,Tm20,
720575940604838368,CB0386,
720575940604838432,AVLP011,"AVLP012, aSP6"
720575940604839084,Tm1,
720575940604839200,CB1078,"B1-2, aPN1"
720575940604842924,ER4d,
720575940604843436,CL128a,CL128
720575940604843697,Mi9,
720575940604843710,AN_AVLP_GNG_20,
720575940604847392,FS4A,"FS4B, FS4C"
720575940604847584,Dm2,
720575940604851936,Dm10,
720575940604852326,AVLP234b,AVLP234
720575940604853538,T3,
720575940604860332,KCg-m,
720575940604860873,CB1650,
720575940604861356,PAM12,
720575940604863916,PLP188,PLP189
720575940604865312,AN_AVLP_GNG_9,
720575940604866476,PS004b,PS004
720575940604866750,CB1983,
720575940604867500,T2,
720575940604868286,hDeltaD,
720575940604870316,Mi9,
720575940604870577,LAL156b,LAL156
720575940604872224,Tm5c,
720575940604872416,Tm9,
720575940604873662,SMP095,
720575940604874208,LHPV2i2b,LHPV2i2
720575940604875744,T5b,
720575940604876977,ORN_DM3,
720575940604877024,MLt4,
720575940604877484,PLP199,
720575940604879025,JO-E,
720575940604880608,Mi13,
720575940604880841,CB2398,
720575940604880864,T1,
720575940604884396,KCg-m,
720575940604885350,Tm1,
720575940604885728,T2a,
720575940604885792,MeTu1,"MC61, MC64"
720575940604887986,Mi9,
720575940604888497,CB3808,
720575940604889056,T4a,
720575940604889278,CB1551,
720575940604889376,LLPC2,"LLPC2a, LLPC2b, LLPC2c, LLPC2d"
720575940604889568,L3,
720575940604891360,AN_GNG_PRW_3,
720575940604891680,Mi9,
720575940604892640,Tm20,
720575940604893361,CB0351,
720575940604893868,LLPC1,
720575940604894432,Sm06,
720575940604894688,T5a,
720575940604895148,Tm1,
720575940604896684,TmY31,TmYem1
720575940604897248,Tm3,
720575940604898150,TmY14,
720575940604898662,T4c,
720575940604898988,CB2500,
720575940604899040,Tm27,TmY18
720575940604900832,T5c,
720575940604901310,JO-F,
720575940604902921,T4d,
720575940604903298,LC17,
720575940604903968,CL195,
720575940604904160,T2a,
720575940604906016,PLP150b,PLP150
720575940604907710,LC15,
720575940604908716,T2,
720575940604908972,KCg-m,
720575940604909246,Tm3,
720575940604910270,SMP152,
720575940604910508,L2,
720575940604911793,CB1321,"VP1m+VP2_lvPN1, VP1m+VP2_lvPN2"
720575940604912608,T5c,
720575940604912770,AN_GNG_92,
720575940604914353,CB1678,
720575940604914534,Dm15,
720575940604916704,T2a,
720575940604919473,CB3383,"M_lvPNm38, VC5_lvPN"
720575940604921446,LHAD1j1,
720575940604922982,LC9,
720575940604923616,T3,
720575940604924606,KCab,KCab-s
720575940604924896,T2a,
720575940604926082,SA_DMT_DMetaN_10,
720575940604927456,Tm5f,Tm5Y
720575940604927968,TmY3,
720575940604929894,LLPC3,
720575940604930481,DNge019,
720575940604931249,HRN_VP1l,
720575940604931686,T2a,
720575940604931908,R1-6,
720575940604932017,LC22,
720575940604933344,LT55,
720575940604934502,m_NSC_DMS,"PI, PI1, PI2, PI3"
720575940604934572,KCab,KCab-s
720575940604934980,R1-6,
720575940604935089,LC10e,LC10
720575940604935340,KCg-m,
720575940604936364,C3,
720575940604938156,AVLP160,
720575940604938342,CB2248,
720575940604940716,L2,
720575940604940768,Tm3,
720575940604941024,Mi4,
720575940604941234,CB2828,LHPV2c1
720575940604942048,T2a,
720575940604942816,Dm15,
720575940604943394,T4b,
720575940604943906,T4c,
720575940604946720,T4d,
720575940604946865,CB0654,hb-1283392486
720575940604947558,MeTu4a,"MeTu4, MC61, MC64"
720575940604947657,Mi1,
720575940604947680,L5,
720575940604949472,TmY3,
720575940604949705,Dm2,
720575940604951840,T4c,
720575940604952544,T2a,
720575940604954289,DNp04,
720575940604955057,CB1516,
720575940604957216,TmY5a,
720575940604957920,Mi9,
720575940604957984,Mi4,Mi9
720575940604958688,L5,
720575940604959712,T4b,
720575940604960992,L4,
720575940604961126,KCg-m,
720575940604961894,KCg-m,
720575940604962220,T5b,
720575940604962528,L3,
720575940604962918,KCg-m,
720575940604963552,L2,
720575940604963686,KCg-m,
720575940604963942,KCg-m,
720575940604964576,L5,
720575940604965548,T5a,
720575940604965600,Y1,
720575940604967270,ER2,
720575940604968108,T3,
720575940604968876,Dm8a,Dm8
720575940604969161,TuBu03,"TuBu04, TuBu05"
720575940604970430,CB3122,
720575940604970976,Dm15,
720575940604971394,CB1858,
720575940604971488,Tm5b,
720575940604972209,BM_InOm,
720575940604973536,T2,
720575940604973746,JO-FVL,
720575940604973792,Tm25,Tm12
720575940604973856,T3,
720575940604974304,T2a,
720575940604974368,CB1624,
720575940604974978,CB1988,"M_lvPNm33, M_lvPNm34"
720575940604976318,JO-E,
720575940604978534,KCg-m,
720575940604979116,T5a,
720575940604979680,Y4,
720575940604982450,CB2858,
720575940604983398,T4c,
720575940604984678,CB1094,
720575940604984800,R1-6,
720575940604985265,M_vPNml84,
720575940604985888,KCapbp-ap1,KCab-ap1
720575940604986592,Mi10,
720575940604988332,JO-B,
720575940604988518,CB1704,
720575940604990124,Tm27,TmY18
720575940604991264,KCab,KCab-m
720575940604991409,BM_InOm,
720575940604991660,Tm37,
720575940604992457,Mi15,
720575940604992480,L2,
720575940604993708,TmY5a,
720575940604993760,TmY5a,
720575940604994272,Tm2,
720575940604994476,T3,
720575940604996524,Dm2,
720575940604997152,KCg-m,
720575940604999526,KCg-m,
720575940604999614,CB3708,
720575940605000550,KCg-m,
720575940605000928,TmY20,
720575940605001184,LLPC3,
720575940605001696,T2,
720575940605002720,L5,
720575940605003622,SLP400a,SLP400
720575940605005280,Mi4,
720575940605007136,CB1724,
720575940605007206,CRE102,
720575940605007276,LHAV3o1,
720575940605007550,LC15,
720575940605009097,DNpe004,
720575940605009632,Mi9,
720575940605010464,CB2522,
720575940605010609,LC17,
720575940605010633,Li17,CB3830
720575940605012140,T5d,
720575940605013420,aSP-f1A,"aSP-f1B, aSP-f2, aSP5"
720575940605015776,L5,
720575940605016288,Tm33,
720575940605016777,LC12,
720575940605017260,Tm9,
720575940605017312,Mi1,
720575940605018540,T4c,
720575940605020337,LC9,
720575940605020448,FS4A,"FS4B, FS4C"
720575940605022176,Mi4,
720575940605023008,CB1412,
720575940605024386,LC31a,LC31
720575940605024684,CB2335,pSP3
720575940605026784,Tm20,
720575940605027529,SLP275,
720575940605028017,AVLP446,
720575940605028198,Li15,CB3829
720575940605028320,T2,
720575940605028809,Mi9,
720575940605029036,LHAV2d1,
720575940605029088,Mi10,
720575940605029250,KCapbp-ap2,KCab-ap2
720575940605029856,Mi1,
720575940605030316,DSKMP3,
720575940605031084,LHAV7a1a,LHAV7a1_a
720575940605032108,Mi13,
720575940605032364,L1,
720575940605032550,ATL017,ATL018
720575940605033504,SLP358,
720575940605033644,T4a,
720575940605034161,Tm9,
720575940605036418,KCab,KCab-s
720575940605037996,CB1309,
720575940605038182,Mi15,
720575940605039648,Tm25,Tm12
720575940605039788,LHAV3g2,
720575940605040300,LHAD1f4b,"LHAD1f4, pSP3"
720575940605041324,aSP-f4,
720575940605041330,DNp16,
720575940605041888,Sm16,CB3825
720575940605041952,Mi9,
720575940605042609,LLPC1,
720575940605042656,Mi1,
720575940605043121,CB3392,
720575940605046188,L3,
720575940605047742,LPC1,
720575940605047753,Mi15,
720575940605051052,T5b,
720575940605053408,Dm3q,Dm3
720575940605055660,T4a,
720575940605055916,Tm37,
720575940605056684,TmY5a,
720575940605060798,KCg-m,
720575940605061036,TmY11,
720575940605062334,Dm3q,Dm3
720575940605062601,Tm5b,CB3852
720575940605064126,CB0084,
720575940605064364,L2,
720575940605067744,ocellar_retinula_cell,
720575940605068390,CB0959,
720575940605068576,SLP405,
720575940605072300,T3,
720575940605072742,LC10a,LC10
720575940605073324,Tm9,
720575940605073342,SMP526,
720575940605073376,T5a,
720575940605073632,Tm5b,
720575940605074144,C2,
720575940605074278,CB3652,
720575940605074353,SLP024a,SLP024
720575940605075116,AN_GNG_82,
720575940605075628,BM_InOm,
720575940605076140,Dm3v,Dm3
720575940605076158,TmY14,
720575940605076401,AN_IPS_LAL_1,
720575940605077193,T2a,
720575940605078560,v2LNX01,
720575940605079724,TmY9q,TmY9
720575940605080422,AVLP182,
720575940605080608,SLP061,
720575940605083838,KCg-m,
720575940605084774,T5b,
720575940605087404,T4b,
720575940605087520,Dm2,Mi9
720575940605089964,T5d,
720575940605091104,L2,
720575940605092700,Mi1,
720575940605093310,PLP103a,PLP103
720575940605095346,WV-WV-2,
720575940605096550,T5b,
720575940605097132,Tm2,
720575940605097929,L4,
720575940605098626,SMP424,
720575940605098976,L4,
720575940605100320,AVLP055,
720575940605101758,CB1668,
720575940605102526,CB2181,
720575940605102694,DA1_lPN,aDT3
720575940605103806,Tm3,
720575940605104049,CB.FB2E0,
720575940605105580,TmY20,
720575940605105696,SLP212b,SLP212
720575940605106110,Mi4,
720575940605106976,SIP047a,SIP047
720575940605107121,CB1881,
720575940605109984,Sm02,
720575940605111230,T3,
720575940605111980,L4,
720575940605112288,C2,
720575940605113056,T5b,
720575940605113376,PAM08,
720575940605113772,T3,
720575940605114046,LC10e,LC10
720575940605114754,AVLP451a,"AVLP451, AVLP/PVLP_pr01"
720575940605114796,Mi2,
720575940605114848,L5,
720575940605115337,CB0029,
720575940605115360,Mi15,
720575940605115936,Tlp4,
720575940605116640,L4,
720575940605116849,T1,
720575940605118054,CB1845,
720575940605118142,CB1605,
720575940605118892,Tm27,TmY18
720575940605119776,AN_GNG_SAD_2,
720575940605121452,T5a,
720575940605122016,Mi13,
720575940605123701,Dm3p,Dm3
720575940605124482,4L0,CB.FB3
720575940605128364,Dm3p,Dm3
720575940605128550,Tm9,
720575940605128876,Tm21,Tm6
720575940605130668,T4d,
720575940605132972,C2,
720575940605135038,PEG,
720575940605135532,T4b,
720575940605137538,CB1762,aIP2
720575940605138092,TmY9q,TmY9
720575940605138860,Dm3p,Dm3
720575940605139116,T4c,
720575940605140070,TmY4,
720575940605140396,T5d,
720575940605142118,L5,
720575940605143724,T5c,
720575940605145004,Dm2,
720575940605145516,T3,
720575940605147057,Tm2,
720575940605149118,Li05,CB3848
720575940605151456,Sm02,
720575940605151916,L5,
720575940605152177,Tm1,
720575940605153196,C3,
720575940605153708,L1,
720575940605154080,CB2615,
720575940605154336,AVLP380b,AVLP380
720575940605154988,AN_GNG_40,
720575940605156064,Dm3q,Dm3
720575940605156384,CB1756,
720575940605157856,Tm27,TmY18
720575940605157990,Tm3,
720575940605158065,CB3515,
720575940605158572,AN_GNG_PRW_4,
720575940605160550,R1-6,
720575940605162668,L2,
720575940605162720,Mi9,
720575940605162924,DNpe030,
720575940605163198,Mi13,
720575940605164460,T4b,
720575940605165024,Tm27,TmY18
720575940605165228,C3,C2
720575940605167025,KCapbp-m,KCab-m
720575940605167276,T2a,
720575940605169580,L2,
720575940605169836,T2a,
720575940605171121,KCg-m,
720575940605173705,LC17,
720575940605173792,AN_GNG_SAD_27,
720575940605174188,Mi13,
720575940605174304,C3,
720575940605174700,T5c,
720575940605177033,MeTu3c,"MeTu3, MC61, MC64"
720575940605177534,CB2580,
720575940605178558,MTe54,MC62
720575940605179360,R7,
720575940605179849,Tm1,
720575940605180337,KCab,KCab-s
720575940605180844,T4c,
720575940605180849,KCg-m,
720575940605181152,T4d,
720575940605182432,T3,
720575940605183404,Tm21,Tm6
720575940605183660,L5,
720575940605184102,KCg-m,
720575940605184958,aMe5,
720575940605185964,Tm21,Tm6
720575940605186225,Mi9,
720575940605187970,CB3746,
720575940605188226,VES058,
720575940605188268,Dm3p,Dm3
720575940605188542,CB0607,
720575940605188576,Tm5e,CB3864
720575940605190078,CB2633,
720575940605190624,C3,
720575940605191340,Tm9,
720575940605191526,Tlp4,
720575940605192284,Dm2,
720575940605193696,C3,
720575940605194016,Tm35,
720575940605196465,KCg-m,
720575940605197158,ATL016,
720575940605197740,L3,
720575940605197745,KCg-m,
720575940605199038,Li06,
720575940605199305,KCg-d,
720575940605199584,Mi14,
720575940605200486,TmY5a,
720575940605204140,Tm27,TmY18
720575940605204960,T4d,
720575940605206752,T4c,
720575940605209056,TmY14,
720575940605209521,JO-B,
720575940605211872,Tm7,
720575940605212640,Tm20,
720575940605213100,JO-DA,
720575940605214636,WV-WV-3,
720575940605215665,Mi1,
720575940605218220,CB0200,
720575940605219500,JO-B,
720575940605219552,Tm21,Tm6
720575940605220542,Tm36,
720575940605221065,PAM01,
720575940605223340,Tm4,
720575940605223601,AN_GNG_177,
720575940605224416,L5,
720575940605224672,T4a,
720575940605225900,Tm20,
720575940605225952,C2,
720575940605226156,Lawf2,
720575940605226673,CB3069,
720575940605227232,Sm08,Dm21
720575940605236866,KCab,KCab-m
720575940605237932,Sm06,
720575940605238048,Tlp4,
720575940605238188,JO-B,
720575940605238206,cM12,IB029
720575940605238705,T5b,
720575940605238914,PS267,"PS268, PS269"
720575940605240544,T1,
720575940605241516,T4d,
720575940605242242,LC16,
720575940605243424,Mi1,
720575940605244704,SA_DMT_ADMN_11,
720575940605244960,Tm25,Tm12
720575940605245984,TmY31,TmYem1
720575940605246850,KCab,KCab-s
720575940605248130,CB2396,
720575940605248898,AVLP469b,AVLP469
720575940605249154,CB0732,PVLP098
720575940605250238,ORN_VM4,
720575940605251756,Mi4,
720575940605252041,KCg-m,
720575940605252064,MLt4,
720575940605252798,CB2062,
720575940605254846,Mi15,
720575940605254880,L4,
720575940605255042,CL086_c,
720575940605255270,Tm1,
720575940605256649,PVLP128,
720575940605256894,AN_AVLP_53,
720575940605258668,Tm4,
720575940605262722,CB1997,
720575940605262880,Mi1,
720575940605264305,HRN_VP1d,
720575940605265120,R1-6,
720575940605266818,Li13,
720575940605266865,ORN_DL3,
720575940605267372,Mi13,
720575940605268140,L3,
720575940605269094,Tm7,CB3851
720575940605269378,CB1810,
720575940605270816,T3,
720575940605271468,TmY3,
720575940605273772,L3,
720575940605274470,Li08,CB3837
720575940605274825,WED164b,WED164
720575940605276518,TmY5a,
720575940605277641,BM_InOm,
720575940605278380,Sm08,Dm21
720575940605278386,MeTu2a,"MeTu2, MC61, MC64"
720575940605278636,Tm21,Tm6
720575940605279008,TmY31,TmYem1
720575940605279660,Tm2,
720575940605280201,PAM08,
720575940605280614,TmY9q__perp,TmY9
720575940605280870,Mi10,
720575940605282220,Tm5a,
720575940605282406,DNg12_e,
720575940605282505,BM_InOm,
720575940605282848,L1,
720575940605285292,T2a,
720575940605285297,LC10d,LC10
720575940605285856,T4c,
720575940605286060,Tm3,
720575940605286316,Tm4,
720575940605287852,L1,
720575940605287881,CB1356,
720575940605288480,Mi1,
720575940605289900,Mi4,
720575940605290353,Tm27,TmY18
720575940605290441,KCg-m,
720575940605291040,BM_InOm,
720575940605291138,LC24,
720575940605291185,Tm3,
720575940605291436,Tm5f,Tm5Y
720575940605291650,LC12,
720575940605292460,Tm3,
720575940605292734,Pm01,Pm1
720575940605293484,C3,
720575940605293698,Tm20,
720575940605295281,CB1519,
720575940605298121,CB0979,
720575940605298353,CB1605,
720575940605299889,CB2966,
720575940605300140,DNg26,
720575940605300145,LC10c,LC10
720575940605300256,Mi1,
720575940605302188,Tm34,
720575940605302974,CL037,aSP30
720575940605304166,T5c,
720575940605305777,CB3202,
720575940605306726,T5b,
720575940605307582,Tm5c,
720575940605307936,SMP408_d,
720575940605308082,SAD021_c,
720575940605309361,VM7v_adPN,
720575940605309542,ORN_VA5,
720575940605309984,Tm8a,Tm8
720575940605310398,Tm3,
720575940605312945,KCg-m,
720575940605313638,Tm1,
720575940605314732,Dm3v,Dm3
720575940605315262,Tm2,
720575940605315762,T5a,
720575940605317600,T5d,
720575940605318316,Li11,CB3828
720575940605318880,LC9,
720575940605319340,Tm21,Tm6
720575940605319852,L5,
720575940605321132,Tm2,
720575940605321760,Y1,
720575940605322370,CB3557,
720575940605322674,CL328,"IB070, IB071"
720575940605324204,Tm1,
720575940605328230,ORN_DM1,
720575940605328318,TmY4,
720575940605328928,Mi4,
720575940605330022,L1,
720575940605330912,Li06,
720575940605332070,L5,
720575940605332652,T2a,
720575940605333169,TmY14,
720575940605334886,T5d,
720575940605335910,T5c,
720575940605335980,ocellar_retinula_cell,
720575940605336422,T5d,
720575940605338290,KCg-m,
720575940605338336,T4d,
720575940605338558,Li17,CB3830
720575940605339052,Tm35,
720575940605341216,SLP285,
720575940605343921,ORN_V,
720575940605344434,PS078,
720575940605344945,CB3372,
720575940605345410,L3,
720575940605345568,PVLP133,
720575940605349804,Mi4,
720575940605350066,KCapbp-ap1,KCab-ap1
720575940605353062,T3,
720575940605353649,CB1474,
720575940605353760,L2,
720575940605353905,T5b,
720575940605354668,Mi1,
720575940605354924,Tm2,
720575940605355721,WED100,
720575940605355966,SMP266,
720575940605358513,Tm20,
720575940605358769,Tm5f,Tm5Y
720575940605360817,CB3015,
720575940605361841,FS2,
720575940605362092,Tm8a,Tm8
720575940605362610,KCab,KCab-m
720575940605362633,Tm31,
720575940605362912,Mi4,
720575940605363628,TmY9q,TmY9
720575940605364396,L2,
720575940605364448,R1-6,
720575940605364681,CB1178,
720575940605367473,CB1819,
720575940605367486,Tm1,
720575940605368497,AVLP474,
720575940605369312,C2,
720575940605370033,CB1289,
720575940605370802,CB1174,
720575940605371494,T5c,
720575940605372606,Y12,
720575940605373868,T4b,
720575940605374910,T5a,
720575940605376224,L1,
720575940605376800,CB1246,
720575940605378476,Mi4,
720575940605379104,T4a,
720575940605379506,hDeltaA,
720575940605379552,ocellar_retinula_cell,
720575940605380128,Tm9,
720575940605380268,Sm02,
720575940605380274,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940605381065,CB2747,
720575940605381478,Y3,
720575940605382176,Tm1,
720575940605383526,CB1656,LHPV5a2
720575940605384736,T5c,
720575940605384882,FC1D,FC1E
720575940605384992,T3,
720575940605385696,Tm27,TmY18
720575940605386930,LC11,
720575940605387232,Dm8b,Dm8
720575940605387808,T2a,
720575940605389484,L5,
720575940605389740,Mi2,
720575940605390764,T4a,
720575940605391136,CB0994,
720575940605391328,R1-6,
720575940605391794,M_vPNml53,
720575940605392160,T5a,
720575940605393888,LC27,
720575940605394022,T5c,
720575940605394354,TmY5a,
720575940605394976,Tm3,
720575940605395232,T2,
720575940605395558,SMP278a,SMP278
720575940605396926,LHPV6h1,
720575940605397164,Mi2,
